frame,par1,par2,par3,par4,par5,par6,media
179,233.79,,,,,,233.79
180,234.86,,,,,,234.86
182,237.72,,,,,,237.72
183,237.45,,,,,,237.45
184,237.45,,,,,,237.45
185,236.71,,,,,,236.71
186,236.71,,,,,,236.71
187,235.27,,,,,,235.27
188,235.27,,,,,,235.27
189,235.27,,,,,,235.27
190,235.03,,,,,,235.03
191,235.03,,,,,,235.03
192,238.15,,,,,,238.15
200,224.85,,,,,,224.85
201,224.85,,,,,,224.85
202,214.08,,,,,,214.08
215,234.05,,,,,,234.05
216,234.05,,,,,,234.05
217,234.05,,,,,,234.05
218,238.58,,,,,,238.58
222,227.76,,,,,,227.76
223,210.91,,,,,,210.91
224,210.91,,,,,,210.91
225,210.91,,,,,,210.91
226,138.99,,,,,,138.99
227,138.99,,,,,,138.99
230,134.74,,,,,,134.74
231,134.74,,,,,,134.74
244,98.34,,,,,,98.34
245,98.34,,,,,,98.34
248,103.15,,,,,,103.15
249,103.15,,,,,,103.15
253,110.00,,,,,,110.00
254,110.00,,,,,,110.00
259,162.29,,,,,,162.29
260,162.29,,,,,,162.29
261,215.89,,,,,,215.89
262,231.37,,,,,,231.37
263,231.37,,,,,,231.37
264,231.37,,,,,,231.37
265,231.37,,,,,,231.37
266,246.55,472.10,,251.62,,,323.42
267,246.55,472.10,,251.62,,,323.42
268,275.86,458.39,,220.30,,,318.18
269,281.34,421.83,,189.77,,,297.65
270,281.34,421.83,,189.77,,,297.65
271,281.34,421.83,,189.77,,,297.65
272,281.34,421.83,,189.77,,,297.65
273,281.34,421.83,,189.77,,,297.65
274,291.72,154.48,,369.56,,,271.92
275,291.72,154.48,,369.56,,,271.92
276,291.72,154.48,,369.56,,,271.92
277,291.72,154.48,,369.56,,,271.92
278,340.38,,,,,,340.38
279,301.71,,,,,,301.71
280,301.71,,,,,,301.71
281,276.15,,,,,,276.15
282,276.15,,,,,,276.15
283,233.17,,,,,,233.17
285,205.45,,,,,,205.45
286,205.45,,,,,,205.45
287,205.45,,,,,,205.45
288,205.45,,,,,,205.45
290,132.47,,,,,,132.47
291,139.66,,,,,,139.66
292,139.66,,,,,,139.66
293,139.66,,,,,,139.66
294,139.66,,,,,,139.66
296,179.07,,,,,,179.07
297,179.07,,,,,,179.07
298,179.07,,,,,,179.07
299,179.07,,,,,,179.07
300,179.07,,,,,,179.07
312,137.42,,,,,,137.42
330,171.35,,,,,,171.35
331,171.35,,,,,,171.35
335,111.93,,,,,,111.93
336,111.93,,,,,,111.93
337,104.20,,,,,,104.20
338,113.45,,,,,,113.45
339,124.08,,,,,,124.08
340,124.08,,,,,,124.08
341,124.08,,,,,,124.08
342,136.66,,,,,,136.66
343,136.66,,,,,,136.66
344,135.41,,,,,,135.41
345,136.10,,,,,,136.10
346,136.10,,,,,,136.10
347,143.54,,,,,,143.54
348,150.21,,,,,,150.21
349,150.21,,,,,,150.21
350,150.21,,,,,,150.21
351,168.59,,,,,,168.59
352,168.59,,,,,,168.59
353,171.34,,,,,,171.34
354,171.34,,,,,,171.34
356,175.68,,,,,,175.68
357,175.68,,,,,,175.68
358,175.68,,,,,,175.68
363,195.27,,,,,,195.27
364,195.27,,,,,,195.27
369,575.61,,,,,,575.61
370,575.61,,,,,,575.61
371,539.21,,,,,,539.21
372,539.21,,,,,,539.21
373,501.92,,,,,,501.92
398,154.04,,,,,,154.04
399,164.91,,,,,,164.91
400,164.91,,,,,,164.91
404,119.27,179.66,,147.79,,,148.91
405,119.27,179.66,,147.79,,,148.91
406,119.27,179.66,,147.79,,,148.91
407,127.97,214.15,,158.59,,,166.90
408,201.02,,,,,,201.02
409,201.02,,,,,,201.02
410,201.02,,,,,,201.02
411,201.02,,,,,,201.02
412,152.88,,,,,,152.88
413,152.88,,,,,,152.88
414,152.88,,,,,,152.88
415,152.88,,,,,,152.88
424,106.22,221.97,,116.79,,,148.33
425,114.92,,,,,,114.92
426,114.92,,,,,,114.92
427,138.14,262.86,,124.76,,,175.25
428,246.94,134.91,,112.11,,,164.65
429,246.94,134.91,,112.11,,,164.65
430,242.67,135.38,,107.43,,,161.83
431,242.67,135.38,,107.43,,,161.83
432,251.44,,,,,,251.44
433,266.67,,,,,,266.67
434,266.67,,,,,,266.67
435,266.67,,,,,,266.67
436,266.67,,,,,,266.67
437,256.76,,,,,,256.76
438,256.76,,,,,,256.76
439,256.76,,,,,,256.76
440,256.76,,,,,,256.76
441,229.65,112.68,,123.90,,,155.41
442,221.72,,,,,,221.72
443,221.72,,,,,,221.72
444,221.72,,,,,,221.72
445,221.72,,,,,,221.72
460,112.71,,,,,,112.71
461,112.71,,,,,,112.71
462,112.71,,,,,,112.71
463,112.71,,,,,,112.71
464,122.85,,,,,,122.85
470,110.54,,,,,,110.54
471,110.54,,,,,,110.54
473,128.76,,,,,,128.76
474,128.76,,,,,,128.76
475,128.76,,,,,,128.76
476,128.76,,,,,,128.76
477,130.49,,,,,,130.49
478,130.49,,,,,,130.49
488,126.16,214.41,,97.50,,,146.02
489,126.16,214.41,,97.50,,,146.02
493,201.28,,,,,,201.28
494,268.95,211.33,,58.08,,,179.45
495,268.95,211.33,,58.08,,,179.45
496,268.95,211.33,,58.08,,,179.45
