frame,par1,par2,par3,par4,par5,par6,media
3,462.56,487.68,,158.51,,,369.58
4,353.98,,,,,,353.98
7,468.86,,,,,,468.86
8,333.56,577.27,,261.54,,,390.79
12,251.09,,,,,,251.09
17,369.30,,,,,,369.30
18,369.30,,,,,,369.30
19,283.98,149.81,,429.89,,,287.89
20,283.98,149.81,,429.89,,,287.89
21,283.98,149.81,,429.89,,,287.89
22,283.98,149.81,,429.89,,,287.89
27,144.11,242.37,,379.98,,,255.49
28,419.22,,,,,,419.22
29,419.22,,,,,,419.22
30,419.22,,,,,,419.22
31,419.22,,,,,,419.22
32,419.22,,,,,,419.22
33,342.91,,,,,,342.91
34,313.74,,,,,,313.74
35,313.74,,,,,,313.74
36,313.74,,,,,,313.74
37,310.06,,,,,,310.06
38,310.06,,,,,,310.06
39,351.32,,,,,,351.32
40,351.32,,,,,,351.32
41,351.32,,,,,,351.32
43,361.68,,,,,,361.68
44,308.80,,,,,,308.80
45,308.80,,,,,,308.80
46,308.80,,,,,,308.80
47,266.16,,,,,,266.16
48,266.16,,,,,,266.16
49,464.91,,,,,,464.91
50,464.91,,,,,,464.91
51,464.91,,,,,,464.91
54,462.40,158.49,,368.37,,,329.75
66,179.80,,,,,,179.80
67,179.80,,,,,,179.80
68,204.50,357.90,,557.07,,,373.16
69,204.50,357.90,,557.07,,,373.16
71,187.59,,,,,,187.59
72,187.59,,,,,,187.59
73,167.14,333.83,,500.91,,,333.96
74,167.14,333.83,,500.91,,,333.96
75,167.14,333.83,,500.91,,,333.96
82,202.44,,,,,,202.44
83,202.44,,,,,,202.44
92,182.48,,,,,,182.48
93,182.48,,,,,,182.48
94,193.56,,,,,,193.56
95,193.56,,,,,,193.56
139,240.95,,,,,,240.95
140,240.95,,,,,,240.95
141,238.05,,,,,,238.05
142,238.05,,,,,,238.05
143,238.05,,,,,,238.05
159,208.76,,,,,,208.76
160,208.76,,,,,,208.76
161,208.76,,,,,,208.76
162,209.57,,,,,,209.57
164,212.48,,,,,,212.48
165,212.48,,,,,,212.48
166,212.48,,,,,,212.48
167,212.48,,,,,,212.48
168,210.06,,,,,,210.06
169,210.40,,,,,,210.40
170,210.40,,,,,,210.40
171,210.40,,,,,,210.40
172,210.40,,,,,,210.40
173,210.40,,,,,,210.40
174,208.71,,,,,,208.71
175,208.71,,,,,,208.71
176,208.71,,,,,,208.71
177,209.60,,,,,,209.60
178,209.64,,,,,,209.64
