frame,person,x,y
119,1,0.6111,0.7664
119,2,0.9373,0.6398
120,1,0.6106,0.7678
120,2,0.9362,0.6424
121,1,0.6101,0.7676
121,2,0.9358,0.6420
122,1,0.6104,0.7689
122,2,0.9359,0.6415
123,1,0.6102,0.7670
123,2,0.9366,0.6420
124,1,0.6101,0.7673
124,2,0.9369,0.6425
125,1,0.6157,0.7682
125,2,0.9356,0.6641
126,1,0.6330,0.7640
126,2,0.9334,0.6808
127,1,0.6635,0.7767
127,2,0.9341,0.6833
128,1,0.6672,0.7877
128,2,0.9348,0.6784
129,1,0.6349,0.7468
129,2,0.9357,0.6618
130,1,0.6349,0.7468
130,2,0.9357,0.6618
131,1,0.6295,0.7679
131,2,0.9312,0.6318
132,1,0.6295,0.7679
132,2,0.9312,0.6318
133,1,0.6311,0.7679
133,2,0.9254,0.6285
134,1,0.6325,0.7669
134,2,0.9238,0.6258
135,1,0.6325,0.7669
135,2,0.9238,0.6258
136,1,0.6310,0.7676
136,2,0.9186,0.6188
137,1,0.6298,0.7669
137,2,0.9148,0.6188
138,1,0.6276,0.7686
138,2,0.9054,0.6151
139,1,0.6276,0.7686
139,2,0.9054,0.6151
140,1,0.6261,0.7635
140,2,0.8963,0.6189
141,1,0.6261,0.7635
141,2,0.8963,0.6189
142,1,0.6279,0.7564
142,2,0.8887,0.6161
143,1,0.6312,0.7607
143,2,0.9023,0.6221
144,1,0.6312,0.7607
144,2,0.9023,0.6221
145,1,0.9202,0.6251
145,2,0.6583,0.7574
146,1,0.6627,0.7559
146,2,0.9241,0.6295
147,1,0.6627,0.7559
147,2,0.9241,0.6295
148,1,0.6410,0.7623
148,2,0.9214,0.6213
149,1,0.6409,0.7621
149,2,0.9182,0.6183
150,1,0.6413,0.7571
150,2,0.9174,0.6175
151,1,0.6369,0.7597
151,2,0.9227,0.6248
152,1,0.6300,0.7617
152,2,0.9264,0.6685
153,1,0.6293,0.7627
153,2,0.9286,0.6485
154,1,0.6303,0.7591
154,2,0.9308,0.6475
155,1,0.6297,0.7605
155,2,0.9323,0.6493
156,1,0.6282,0.7603
156,2,0.9326,0.6706
157,1,0.6316,0.7623
157,2,0.9347,0.6709
158,1,0.6306,0.7604
158,2,0.9337,0.6686
159,1,0.6292,0.7581
159,2,0.9339,0.6258
160,1,0.6292,0.7581
160,2,0.9339,0.6258
161,1,0.6026,0.7639
161,2,0.0644,0.6351
161,3,0.9320,0.6659
162,1,0.5453,0.7504
162,2,0.9306,0.6209
163,1,0.4882,0.7316
163,2,0.0533,0.5477
163,3,0.9294,0.6244
164,1,0.4400,0.7062
164,2,0.9301,0.6230
165,1,0.3503,0.6546
165,2,0.9209,0.6191
166,1,0.3194,0.5528
166,2,0.9139,0.6072
167,1,0.2044,0.5134
167,2,0.9036,0.6043
168,1,0.2044,0.5134
168,2,0.9036,0.6043
169,1,0.6155,0.5232
169,2,0.1060,0.5504
170,1,0.1914,0.6240
170,2,0.4746,0.4291
170,3,0.7494,0.3490
171,1,0.2729,0.5881
171,2,0.4110,0.3751
171,3,0.0287,0.4723
171,4,0.7281,0.3397
172,1,0.3527,0.5385
172,2,0.6979,0.3343
173,1,0.3821,0.4969
173,2,0.6671,0.3267
174,1,0.3971,0.4504
175,1,0.3408,0.3419
175,2,0.4324,0.4435
176,1,0.3408,0.3419
176,2,0.4324,0.4435
177,1,0.3408,0.3419
177,2,0.4324,0.4435
178,1,0.3427,0.3393
178,2,0.5104,0.4560
179,1,0.5390,0.4488
179,2,0.3449,0.3429
179,3,0.0370,0.4867
180,1,0.0731,0.4721
180,2,0.5810,0.4526
180,3,0.3456,0.3396
181,1,0.1117,0.4618
181,2,0.5960,0.4505
181,3,0.3624,0.3347
182,1,0.1117,0.4618
182,2,0.5960,0.4505
182,3,0.3624,0.3347
183,1,0.1117,0.4618
183,2,0.5960,0.4505
183,3,0.3624,0.3347
184,1,0.1709,0.4734
184,2,0.6195,0.4237
184,3,0.3714,0.3155
185,1,0.1709,0.4734
185,2,0.6195,0.4237
185,3,0.3714,0.3155
186,1,0.6624,0.4216
186,2,0.1344,0.4668
186,3,0.3721,0.3163
187,1,0.1231,0.4661
187,2,0.3711,0.3174
187,3,0.6646,0.4036
188,1,0.6572,0.4007
188,2,0.1385,0.4696
188,3,0.3668,0.3191
189,1,0.1652,0.4699
189,2,0.6603,0.4025
189,3,0.3634,0.3214
190,1,0.1685,0.4682
190,2,0.6624,0.4029
191,1,0.1530,0.4655
191,2,0.6636,0.4041
191,3,0.3686,0.3236
192,1,0.1530,0.4655
192,2,0.6636,0.4041
192,3,0.3686,0.3236
193,1,0.1267,0.4685
193,2,0.6620,0.4026
193,3,0.3668,0.3198
193,4,0.2575,0.2474
194,1,0.1093,0.4651
194,2,0.6604,0.4025
194,3,0.3668,0.3197
195,1,0.1093,0.4651
195,2,0.6604,0.4025
195,3,0.3668,0.3197
196,1,0.1646,0.4709
196,2,0.3673,0.3224
196,3,0.6530,0.3995
197,1,0.1646,0.4709
197,2,0.3673,0.3224
197,3,0.6530,0.3995
198,1,0.6373,0.3912
198,2,0.3726,0.3184
198,3,0.1833,0.4622
199,1,0.1708,0.4609
199,2,0.6041,0.3840
199,3,0.3631,0.3148
200,1,0.1461,0.4667
200,2,0.5855,0.3709
200,3,0.3565,0.3086
201,1,0.1414,0.4744
201,2,0.5701,0.3612
201,3,0.3550,0.3114
202,1,0.1514,0.4697
202,2,0.5597,0.3557
202,3,0.3569,0.3119
203,1,0.1577,0.4672
203,2,0.5370,0.3542
203,3,0.3575,0.3130
204,1,0.5369,0.3516
204,2,0.1538,0.4679
204,3,0.3568,0.3114
205,1,0.1484,0.4683
205,2,0.5370,0.3556
205,3,0.3548,0.3099
206,1,0.5424,0.3554
206,2,0.1560,0.4699
206,3,0.3564,0.3103
207,1,0.1582,0.4703
207,2,0.5393,0.3466
207,3,0.3579,0.3157
208,1,0.1472,0.4648
208,2,0.5467,0.3465
208,3,0.3628,0.3143
209,1,0.1472,0.4648
209,2,0.5467,0.3465
209,3,0.3628,0.3143
210,1,0.1472,0.4648
210,2,0.5467,0.3465
210,3,0.3628,0.3143
211,1,0.1639,0.4694
211,2,0.5682,0.3508
211,3,0.3526,0.3055
212,1,0.1589,0.4660
212,2,0.3485,0.3009
212,3,0.5656,0.3531
213,1,0.1451,0.4650
213,2,0.5523,0.3386
213,3,0.3477,0.3042
214,1,0.1361,0.4674
214,2,0.5309,0.3393
214,3,0.3462,0.3043
215,1,0.1361,0.4674
215,2,0.5309,0.3393
215,3,0.3462,0.3043
216,1,0.1602,0.4693
216,2,0.5217,0.3336
216,3,0.3470,0.3099
217,1,0.3388,0.3164
217,2,0.1745,0.4703
217,3,0.5194,0.3395
218,1,0.1751,0.4516
218,2,0.3269,0.3128
218,3,0.5225,0.3394
219,1,0.1751,0.4516
219,2,0.3269,0.3128
219,3,0.5225,0.3394
220,1,0.5408,0.3506
220,2,0.1566,0.3891
220,3,0.3171,0.3092
221,1,0.5147,0.3543
221,2,0.1633,0.3925
221,3,0.3185,0.3046
222,1,0.1610,0.3941
222,2,0.3196,0.3022
222,3,0.4858,0.3604
223,1,0.1610,0.3941
223,2,0.3196,0.3022
223,3,0.4858,0.3604
224,1,0.2753,0.2963
224,2,0.1593,0.3856
224,3,0.4813,0.3560
225,1,0.1617,0.3855
225,2,0.2594,0.2884
225,3,0.4823,0.3583
226,1,0.1617,0.3855
226,2,0.2594,0.2884
226,3,0.4823,0.3583
227,1,0.1662,0.3822
227,2,0.4836,0.3604
228,1,0.1662,0.3822
228,2,0.4836,0.3604
229,1,0.4646,0.3610
229,2,0.1621,0.3413
230,1,0.0888,0.6206
230,2,0.4340,0.3502
230,3,0.1612,0.3574
231,1,0.3948,0.3469
231,2,0.1482,0.6843
231,3,0.1744,0.2508
232,1,0.3641,0.3335
233,1,0.3641,0.3335
234,1,0.1619,0.3699
234,2,0.3600,0.3142
235,1,0.1613,0.3705
236,1,0.4568,0.6765
236,2,0.1575,0.3472
236,3,0.3690,0.3208
237,1,0.5155,0.6758
237,2,0.1566,0.3503
237,3,0.3722,0.3186
238,1,0.6321,0.6944
238,2,0.3742,0.3222
238,3,0.1614,0.3716
239,1,0.6773,0.6665
239,2,0.3735,0.3223
239,3,0.1631,0.3783
240,1,0.6773,0.6665
240,2,0.3735,0.3223
240,3,0.1631,0.3783
241,1,0.6829,0.5905
241,2,0.3715,0.3239
241,3,0.1614,0.3790
242,1,0.3718,0.3245
242,2,0.7007,0.5722
242,3,0.1604,0.3671
243,1,0.7512,0.5710
243,2,0.1772,0.3833
243,3,0.3732,0.3246
244,1,0.3765,0.3244
244,2,0.1898,0.3690
244,3,0.8091,0.5700
245,1,0.3752,0.3252
245,2,0.8473,0.5598
245,3,0.1945,0.4089
246,1,0.8551,0.5260
246,2,0.3725,0.3243
246,3,0.2032,0.4004
247,1,0.3722,0.3221
247,2,0.8597,0.5139
247,3,0.1859,0.3712
248,1,0.3722,0.3221
248,2,0.8597,0.5139
248,3,0.1859,0.3712
249,1,0.3761,0.3237
249,2,0.1841,0.3811
249,3,0.7635,0.4505
250,1,0.3739,0.3238
250,2,0.7334,0.4257
250,3,0.1791,0.4101
251,1,0.3714,0.3232
251,2,0.1682,0.4010
251,3,0.7321,0.4118
252,1,0.3714,0.3232
252,2,0.1682,0.4010
252,3,0.7321,0.4118
253,1,0.1738,0.3419
253,2,0.3699,0.3216
253,3,0.7334,0.3967
254,1,0.3692,0.3217
254,2,0.1672,0.3804
254,3,0.7088,0.3732
255,1,0.3655,0.3226
255,2,0.1591,0.3858
255,3,0.6951,0.3536
256,1,0.1506,0.4007
256,2,0.3611,0.3304
256,3,0.6743,0.3535
257,1,0.3647,0.3288
257,2,0.6361,0.3447
257,3,0.1462,0.3955
258,1,0.3618,0.3237
258,2,0.6073,0.3368
258,3,0.1471,0.3955
259,1,0.1437,0.3982
259,2,0.3565,0.3273
259,3,0.6093,0.3297
260,1,0.3523,0.3234
260,2,0.1472,0.3974
260,3,0.6059,0.3265
261,1,0.5757,0.3232
261,2,0.1470,0.4016
261,3,0.3651,0.3222
262,1,0.3904,0.3297
262,2,0.1479,0.3987
262,3,0.5616,0.3124
263,1,0.1470,0.4026
263,2,0.5478,0.3119
263,3,0.2266,0.2751
263,4,0.4102,0.3227
264,1,0.1479,0.4025
264,2,0.4158,0.3299
264,3,0.2232,0.2792
264,4,0.5369,0.3067
265,1,0.1490,0.4013
265,2,0.5251,0.2936
265,3,0.4147,0.3327
265,4,0.2212,0.2785
266,1,0.1497,0.3993
266,2,0.2207,0.2810
266,3,0.4117,0.3333
267,1,0.1497,0.3993
267,2,0.2207,0.2810
267,3,0.4117,0.3333
268,1,0.1481,0.4009
268,2,0.2209,0.2768
269,1,0.1481,0.4009
269,2,0.2209,0.2768
270,1,0.1557,0.3998
271,1,0.1577,0.4032
272,1,0.1543,0.3948
273,1,0.1604,0.3670
274,1,0.1604,0.3670
275,1,0.1352,0.3620
275,2,0.3125,0.3387
276,1,0.0981,0.3637
276,2,0.2714,0.3429
277,1,0.0561,0.3502
277,2,0.2208,0.3427
278,1,0.1639,0.3391
278,2,0.0317,0.3393
279,1,0.1503,0.3276
280,1,0.1489,0.3279
280,2,0.0448,0.3089
281,1,0.1497,0.3314
282,1,0.1335,0.3084
283,1,0.1090,0.3271
284,1,0.2227,0.2842
285,1,0.2141,0.2841
286,1,0.2098,0.2823
287,1,0.2098,0.2823
288,1,0.2094,0.2818
289,1,0.2094,0.2818
292,1,0.0907,0.3160
293,1,0.2061,0.2838
294,1,0.2061,0.2838
295,1,0.2061,0.2838
296,1,0.1145,0.3561
296,2,0.2109,0.2814
299,1,0.2735,0.3908
299,2,0.0919,0.3200
300,1,0.2735,0.3908
300,2,0.0919,0.3200
301,1,0.0915,0.3128
301,2,0.3210,0.3913
301,3,0.2250,0.3279
302,1,0.1026,0.3136
302,2,0.3474,0.3737
303,1,0.3550,0.3595
303,2,0.1543,0.3103
304,1,0.3374,0.3292
304,2,0.2113,0.3011
305,1,0.3374,0.3292
305,2,0.2113,0.3011
306,1,0.1758,0.2906
306,2,0.2903,0.3129
306,3,0.4150,0.3297
307,1,0.1758,0.2906
307,2,0.2903,0.3129
307,3,0.4150,0.3297
308,1,0.1473,0.3040
308,2,0.4378,0.3438
308,3,0.3201,0.3186
309,1,0.1121,0.3143
309,2,0.3100,0.3184
309,3,0.4614,0.3459
310,1,0.1186,0.3172
310,2,0.4708,0.3452
310,3,0.3174,0.3195
311,1,0.1214,0.3184
311,2,0.4758,0.3436
311,3,0.3244,0.3182
312,1,0.1187,0.3171
312,2,0.4803,0.3486
312,3,0.3149,0.3044
313,1,0.1177,0.3162
313,2,0.4810,0.3466
313,3,0.3169,0.3086
314,1,0.1177,0.3162
314,2,0.4810,0.3466
314,3,0.3169,0.3086
315,1,0.1183,0.3169
315,2,0.3058,0.3087
315,3,0.4925,0.3477
316,1,0.1162,0.3163
316,2,0.5039,0.3486
317,1,0.1154,0.3161
317,2,0.5129,0.3479
317,3,0.3096,0.3158
318,1,0.1209,0.3156
318,2,0.5137,0.3441
318,3,0.3193,0.3112
319,1,0.1193,0.3161
319,2,0.3270,0.3081
319,3,0.5048,0.3326
320,1,0.3226,0.3029
320,2,0.1131,0.3147
320,3,0.5073,0.3406
321,1,0.2776,0.2906
321,2,0.1177,0.3212
321,3,0.0539,0.3310
321,4,0.5062,0.3363
322,1,0.5133,0.3372
322,2,0.2314,0.2959
322,3,0.1108,0.3142
323,1,0.1122,0.3154
323,2,0.2343,0.3067
323,3,0.5171,0.3221
324,1,0.1122,0.3154
324,2,0.2343,0.3067
324,3,0.5171,0.3221
325,1,0.2235,0.3169
325,2,0.1113,0.3166
325,3,0.5144,0.3169
326,1,0.4987,0.3213
326,2,0.2018,0.3233
327,1,0.1927,0.3391
327,2,0.4691,0.3096
328,1,0.1927,0.3391
328,2,0.4691,0.3096
329,1,0.4502,0.3042
329,2,0.1848,0.3534
329,3,0.0875,0.3134
330,1,0.0952,0.3463
330,2,0.1980,0.3567
330,3,0.4205,0.2932
331,1,0.2119,0.3853
331,2,0.1072,0.3763
331,3,0.4071,0.3017
332,1,0.4049,0.2978
332,2,0.1422,0.3981
333,1,0.4049,0.2978
333,2,0.1422,0.3981
334,1,0.4049,0.2978
334,2,0.1422,0.3981
335,1,0.3759,0.2874
335,2,0.1863,0.3972
336,1,0.3694,0.2821
336,2,0.2159,0.4087
336,3,0.1038,0.3112
337,1,0.3694,0.2821
337,2,0.2159,0.4087
337,3,0.1038,0.3112
338,1,0.3694,0.2821
338,2,0.2159,0.4087
338,3,0.1038,0.3112
339,1,0.1044,0.3122
339,2,0.2959,0.3997
340,1,0.1113,0.3248
341,1,0.1247,0.3161
341,2,0.3885,0.3869
342,1,0.1247,0.3161
342,2,0.3885,0.3869
343,1,0.1247,0.3161
343,2,0.3885,0.3869
344,1,0.1099,0.3204
345,1,0.1237,0.3149
346,1,0.1224,0.3062
347,1,0.1162,0.3086
347,2,0.3673,0.3021
347,3,0.2388,0.3131
348,1,0.1162,0.3086
348,2,0.3673,0.3021
348,3,0.2388,0.3131
349,1,0.1142,0.3067
349,2,0.3690,0.2905
349,3,0.2465,0.3083
350,1,0.1285,0.3141
350,2,0.3681,0.2853
350,3,0.2704,0.3120
351,1,0.1285,0.3141
351,2,0.3681,0.2853
351,3,0.2704,0.3120
352,1,0.1576,0.3155
352,2,0.2737,0.3081
352,3,0.3725,0.2883
353,1,0.1576,0.3155
353,2,0.2737,0.3081
353,3,0.3725,0.2883
354,1,0.1700,0.3134
355,1,0.1593,0.3105
355,2,0.2548,0.3030
356,1,0.1627,0.3122
357,1,0.1627,0.3122
358,1,0.1747,0.3153
358,2,0.4111,0.3083
359,1,0.1361,0.3040
360,1,0.1035,0.2990
360,2,0.2535,0.3060
360,3,0.3912,0.3062
361,1,0.1035,0.2990
361,2,0.2535,0.3060
361,3,0.3912,0.3062
362,1,0.1035,0.2990
362,2,0.2535,0.3060
362,3,0.3912,0.3062
363,1,0.1398,0.2941
363,2,0.2637,0.2898
367,1,0.1814,0.3127
367,2,0.2641,0.2733
368,1,0.1661,0.3003
368,2,0.2685,0.2738
369,1,0.1661,0.3003
369,2,0.2685,0.2738
370,1,0.1709,0.2866
370,2,0.2719,0.2832
371,1,0.1709,0.2866
371,2,0.2719,0.2832
372,1,0.1498,0.2952
372,2,0.2637,0.2880
373,1,0.1498,0.2952
373,2,0.2637,0.2880
374,1,0.1511,0.2987
374,2,0.2632,0.2908
375,1,0.1511,0.2987
375,2,0.2632,0.2908
376,1,0.1331,0.2833
377,1,0.2347,0.3279
377,2,0.3051,0.2844
378,1,0.2324,0.3280
378,2,0.1120,0.2902
378,3,0.2932,0.2815
379,1,0.2324,0.3280
379,2,0.1120,0.2902
379,3,0.2932,0.2815
380,1,0.2798,0.2829
380,2,0.1181,0.2919
381,1,0.2720,0.2837
381,2,0.1429,0.3008
381,3,0.0849,0.2818
382,1,0.3054,0.2810
382,2,0.0685,0.2835
383,1,0.1393,0.2977
383,2,0.3155,0.2935
384,1,0.1661,0.2971
384,2,0.0666,0.2769
385,1,0.1661,0.2971
385,2,0.0666,0.2769
386,1,0.0681,0.2752
387,1,0.0728,0.2764
387,2,0.3171,0.2836
388,1,0.3186,0.2853
388,2,0.0748,0.2862
389,1,0.3156,0.2906
389,2,0.1908,0.2925
389,3,0.0778,0.2818
390,1,0.3268,0.2995
390,2,0.0881,0.2791
391,1,0.0814,0.2847
391,2,0.3095,0.2982
391,3,0.1852,0.2945
392,1,0.0814,0.2847
392,2,0.3095,0.2982
392,3,0.1852,0.2945
393,1,0.0770,0.2929
393,2,0.1895,0.2953
393,3,0.3040,0.2984
394,1,0.0797,0.2924
394,2,0.1735,0.2993
394,3,0.2979,0.3056
395,1,0.0779,0.2929
395,2,0.1606,0.2937
395,3,0.2940,0.3133
396,1,0.0644,0.2947
396,2,0.1621,0.2964
396,3,0.2981,0.3171
397,1,0.0663,0.2917
397,2,0.1621,0.2985
397,3,0.2813,0.3306
398,1,0.0767,0.2926
398,2,0.3422,0.3119
398,3,0.2636,0.3440
399,1,0.0767,0.2926
399,2,0.3422,0.3119
399,3,0.2636,0.3440
400,1,0.4002,0.3123
400,2,0.0915,0.2988
401,1,0.4315,0.3413
401,2,0.2658,0.3370
401,3,0.1052,0.3071
402,1,0.4315,0.3413
402,2,0.2658,0.3370
402,3,0.1052,0.3071
403,1,0.1162,0.3199
403,2,0.4077,0.3641
403,3,0.2640,0.3482
404,1,0.1138,0.3285
404,2,0.4389,0.3475
404,3,0.3340,0.3765
404,4,0.2601,0.3502
405,1,0.3965,0.3549
405,2,0.2468,0.3815
405,3,0.1047,0.3326
406,1,0.1855,0.3806
406,2,0.3751,0.3538
407,1,0.1855,0.3806
407,2,0.3751,0.3538
408,1,0.1691,0.3848
408,2,0.3999,0.3515
409,1,0.1702,0.3862
409,2,0.4157,0.3470
409,3,0.0939,0.3369
410,1,0.4195,0.3448
410,2,0.1669,0.3921
410,3,0.0920,0.3410
411,1,0.4233,0.3440
411,2,0.1612,0.3839
411,3,0.0962,0.3373
412,1,0.4244,0.3450
412,2,0.1581,0.3855
412,3,0.1136,0.3452
412,4,0.3142,0.3677
413,1,0.1497,0.3758
413,2,0.4182,0.3469
414,1,0.1497,0.3758
414,2,0.4182,0.3469
415,1,0.1706,0.3887
415,2,0.4044,0.3449
415,3,0.3119,0.3719
416,1,0.1778,0.3972
416,2,0.3026,0.3798
416,3,0.3866,0.3416
417,1,0.2921,0.3793
417,2,0.1782,0.3954
417,3,0.3710,0.3202
418,1,0.2921,0.3793
418,2,0.1782,0.3954
418,3,0.3710,0.3202
419,1,0.2921,0.3793
419,2,0.1782,0.3954
419,3,0.3710,0.3202
420,1,0.1814,0.3993
420,2,0.2858,0.3845
420,3,0.3729,0.3352
421,1,0.1814,0.3993
421,2,0.2858,0.3845
421,3,0.3729,0.3352
422,1,0.1762,0.3849
422,2,0.3798,0.3270
422,3,0.2854,0.3846
423,1,0.1762,0.3849
423,2,0.3798,0.3270
423,3,0.2854,0.3846
424,1,0.3772,0.3272
425,1,0.3778,0.3296
426,1,0.3778,0.3296
427,1,0.3590,0.3298
428,1,0.3590,0.3298
429,1,0.3875,0.3329
430,1,0.2031,0.3731
431,1,0.2037,0.3763
432,1,0.2037,0.3763
433,1,0.2037,0.3763
434,1,0.1914,0.3825
435,1,0.1914,0.3825
436,1,0.2001,0.3941
437,1,0.2093,0.4038
437,2,0.3116,0.3612
438,1,0.2009,0.3984
438,2,0.3057,0.3655
438,3,0.3852,0.3331
439,1,0.4135,0.3418
439,2,0.3009,0.3693
439,3,0.1991,0.3949
440,1,0.4194,0.3420
440,2,0.2997,0.3732
440,3,0.2016,0.4001
441,1,0.4194,0.3420
441,2,0.2997,0.3732
441,3,0.2016,0.4001
442,1,0.2040,0.4061
442,2,0.3006,0.3652
442,3,0.4129,0.3403
443,1,0.2112,0.3920
443,2,0.4140,0.3330
443,3,0.3015,0.3751
444,1,0.1983,0.3965
444,2,0.4129,0.3402
445,1,0.4217,0.3401
445,2,0.1967,0.3938
445,3,0.3028,0.3817
446,1,0.1964,0.4050
446,2,0.4276,0.3380
447,1,0.2020,0.4039
447,2,0.4259,0.3334
448,1,0.2020,0.4039
448,2,0.4259,0.3334
449,1,0.1935,0.4086
449,2,0.2815,0.3131
449,3,0.4074,0.3279
450,1,0.1944,0.3980
450,2,0.3929,0.3184
450,3,0.2839,0.3149
451,1,0.1944,0.3980
451,2,0.3929,0.3184
451,3,0.2839,0.3149
452,1,0.2121,0.3932
452,2,0.3802,0.3154
453,1,0.2107,0.3727
453,2,0.3970,0.3343
454,1,0.1887,0.3649
454,2,0.4222,0.3325
455,1,0.2412,0.3584
455,2,0.4372,0.3304
456,1,0.2412,0.3584
456,2,0.4372,0.3304
457,1,0.3183,0.3589
457,2,0.4327,0.3299
458,1,0.4197,0.3836
458,2,0.3167,0.3783
459,1,0.4501,0.3768
459,2,0.3261,0.3442
460,1,0.4420,0.3808
460,2,0.3273,0.3525
461,1,0.4376,0.3770
461,2,0.3315,0.3381
462,1,0.4376,0.3770
462,2,0.3315,0.3381
463,1,0.4387,0.3750
463,2,0.3261,0.3303
464,1,0.4380,0.3720
464,2,0.3204,0.3341
465,1,0.3129,0.3529
465,2,0.4413,0.3766
466,1,0.4406,0.3845
466,2,0.2911,0.3684
467,1,0.2707,0.3688
467,2,0.3578,0.3152
467,3,0.4462,0.3739
468,1,0.2707,0.3688
