frame,person,x,y
2,1,0.9060,0.6463
3,1,0.9066,0.6434
4,1,0.9095,0.6394
5,1,0.9089,0.6419
6,1,0.9185,0.6457
7,1,0.9208,0.6485
8,1,0.9155,0.6434
8,2,0.2997,0.8121
9,1,0.8702,0.6357
9,2,0.4878,0.7903
10,1,0.8533,0.6449
12,1,0.9009,0.6519
13,1,0.9090,0.6189
14,1,0.9196,0.6563
15,1,0.9196,0.6563
16,1,0.9228,0.6520
17,1,0.9228,0.6520
18,1,0.9264,0.6495
21,1,0.9321,0.6376
22,1,0.9369,0.6083
23,1,0.9369,0.6083
24,1,0.9237,0.6589
25,1,0.9211,0.6694
26,1,0.9211,0.6694
27,1,0.9230,0.6504
28,1,0.9245,0.6705
29,1,0.9245,0.6705
30,1,0.9209,0.6773
31,1,0.9209,0.6773
32,1,0.9198,0.6787
33,1,0.9223,0.6816
34,1,0.9223,0.6816
35,1,0.9228,0.6860
36,1,0.9228,0.6860
37,1,0.9222,0.6776
38,1,0.9203,0.6765
39,1,0.9203,0.6765
40,1,0.9208,0.6824
41,1,0.9208,0.6824
42,1,0.9236,0.6632
46,1,0.9164,0.6787
47,1,0.9164,0.6787
48,1,0.9164,0.6787
53,1,0.8626,0.7512
54,1,0.8626,0.7512
55,1,0.8626,0.7512
56,1,0.7905,0.7400
57,1,0.6467,0.6817
57,2,0.9388,0.6480
58,1,0.6467,0.6817
58,2,0.9388,0.6480
59,1,0.6486,0.6869
59,2,0.9318,0.6519
60,1,0.6486,0.6869
60,2,0.9318,0.6519
61,1,0.7205,0.6693
61,2,0.9334,0.6442
62,1,0.7205,0.6693
62,2,0.9334,0.6442
63,1,0.7205,0.6693
63,2,0.9334,0.6442
64,1,0.7818,0.6331
64,2,0.9289,0.6379
65,1,0.8066,0.6453
65,2,0.9184,0.6231
66,1,0.8066,0.6453
66,2,0.9184,0.6231
67,1,0.8129,0.6486
67,2,0.9112,0.6446
68,1,0.8129,0.6486
68,2,0.9112,0.6446
69,1,0.8129,0.6486
69,2,0.9112,0.6446
70,1,0.9434,0.6515
70,2,0.8105,0.6496
71,1,0.9434,0.6515
71,2,0.8105,0.6496
72,1,0.8078,0.6672
73,1,0.8078,0.6672
74,1,0.8030,0.6545
75,1,0.7207,0.6529
76,1,0.6150,0.6710
77,1,0.6150,0.6710
78,1,0.4438,0.6903
78,2,0.9561,0.6629
79,1,0.4438,0.6903
79,2,0.9561,0.6629
80,1,0.2418,0.7234
81,1,0.1468,0.7556
82,1,0.1468,0.7556
83,1,0.1278,0.6726
83,2,0.9551,0.6785
84,1,0.0966,0.7289
85,1,0.0966,0.7289
86,1,0.0984,0.7625
87,1,0.0972,0.7226
88,1,0.0734,0.7655
89,1,0.0734,0.7655
90,1,0.0897,0.7563
91,1,0.1565,0.7466
92,1,0.1565,0.7466
93,1,0.1974,0.7349
94,1,0.1614,0.7622
95,1,0.1399,0.7563
96,1,0.1211,0.7195
97,1,0.1211,0.7195
98,1,0.1296,0.7517
99,1,0.1452,0.7362
100,1,0.1324,0.7388
101,1,0.1324,0.7388
102,1,0.0932,0.7234
103,1,0.1187,0.7303
104,1,0.1313,0.7104
105,1,0.1313,0.7104
106,1,0.1173,0.7326
107,1,0.1173,0.7326
108,1,0.1184,0.7360
109,1,0.1227,0.7364
110,1,0.1277,0.7348
111,1,0.1277,0.7348
112,1,0.1239,0.7326
113,1,0.1175,0.7489
114,1,0.1328,0.7498
115,1,0.1204,0.7444
115,2,0.9624,0.6636
116,1,0.1204,0.7444
116,2,0.9624,0.6636
117,1,0.1127,0.7410
117,2,0.9623,0.6846
118,1,0.1164,0.7440
119,1,0.1181,0.7462
120,1,0.1202,0.7295
121,1,0.1164,0.7315
122,1,0.1173,0.7266
123,1,0.1194,0.7248
124,1,0.1250,0.7255
125,1,0.1280,0.7215
126,1,0.1303,0.7153
127,1,0.1264,0.7128
128,1,0.1264,0.7128
129,1,0.1245,0.7158
130,1,0.1188,0.7358
131,1,0.1098,0.7416
132,1,0.1096,0.7453
133,1,0.1096,0.7453
134,1,0.1152,0.7398
135,1,0.1225,0.7298
135,2,0.9606,0.6236
136,1,0.1193,0.7528
136,2,0.9302,0.5928
137,1,0.1193,0.7528
137,2,0.9302,0.5928
138,1,0.1640,0.5926
138,2,0.8976,0.5114
139,1,0.1640,0.5926
139,2,0.8976,0.5114
140,1,0.1962,0.4736
140,2,0.8058,0.4736
141,1,0.2351,0.4372
142,1,0.2668,0.4036
142,2,0.6836,0.4683
143,1,0.3028,0.3752
143,2,0.6420,0.4574
144,1,0.5660,0.4597
144,2,0.3231,0.3654
145,1,0.5362,0.4441
145,2,0.3455,0.3584
145,3,0.8856,0.6210
146,1,0.8900,0.6196
146,2,0.5204,0.4230
146,3,0.3661,0.3493
147,1,0.8895,0.6179
148,1,0.8884,0.6203
149,1,0.8867,0.6185
150,1,0.8882,0.6199
150,2,0.4080,0.3375
151,1,0.8902,0.6218
151,2,0.4718,0.3319
152,1,0.8891,0.6195
153,1,0.8859,0.6229
154,1,0.8856,0.6209
155,1,0.8876,0.6239
155,2,0.4038,0.3453
155,3,0.4728,0.3451
156,1,0.8864,0.6183
156,2,0.3891,0.3522
156,3,0.4749,0.3582
157,1,0.8872,0.6199
158,1,0.8869,0.6207
158,2,0.4754,0.3575
159,1,0.8890,0.6222
159,2,0.5415,0.3668
159,3,0.3852,0.3633
160,1,0.5878,0.3911
160,2,0.4199,0.3613
161,1,0.6381,0.3887
161,2,0.8878,0.6262
161,3,0.4220,0.3599
161,4,0.5229,0.3967
162,1,0.6028,0.4031
162,2,0.4505,0.3571
162,3,0.6987,0.3985
163,1,0.6028,0.4031
163,2,0.4505,0.3571
163,3,0.6987,0.3985
164,1,0.5197,0.3594
164,2,0.7646,0.4134
165,1,0.5599,0.3629
166,1,0.5968,0.3658
167,1,0.6300,0.3724
168,1,0.6551,0.3776
169,1,0.6551,0.3776
170,1,0.7194,0.4494
170,2,0.8855,0.4442
171,1,0.8801,0.4463
171,2,0.7424,0.5322
172,1,0.8831,0.4306
173,1,0.8814,0.4321
174,1,0.8821,0.4360
176,1,0.8813,0.4234
178,1,0.7184,0.5257
179,1,0.7103,0.5164
180,1,0.7110,0.5157
181,1,0.7110,0.5157
183,1,0.7302,0.5036
184,1,0.7386,0.4941
189,1,0.7199,0.4436
190,1,0.7251,0.4380
190,2,0.9066,0.5937
191,1,0.7219,0.4299
191,2,0.9072,0.5930
192,1,0.7225,0.4332
192,2,0.9066,0.5897
193,1,0.7216,0.4310
193,2,0.9079,0.5901
194,1,0.7227,0.4311
194,2,0.9067,0.5905
195,1,0.7202,0.4316
195,2,0.9070,0.5888
196,1,0.7220,0.4430
197,1,0.7159,0.4383
198,1,0.7114,0.4363
199,1,0.7193,0.4337
199,2,0.9070,0.5891
200,1,0.7211,0.4412
200,2,0.9074,0.5898
201,1,0.7148,0.4430
202,1,0.7148,0.4430
203,1,0.9093,0.5903
204,1,0.9093,0.5903
205,1,0.9093,0.5903
206,1,0.9175,0.5873
206,2,0.7135,0.5372
207,1,0.9249,0.5942
207,2,0.8139,0.5122
208,1,0.9191,0.5839
208,2,0.7233,0.5310
208,3,0.8132,0.5100
209,1,0.9209,0.5890
210,1,0.9228,0.5889
211,1,0.8458,0.5539
212,1,0.7290,0.5254
212,2,0.8392,0.5501
213,1,0.8390,0.5534
214,1,0.8385,0.5509
215,1,0.8390,0.5530
216,1,0.8382,0.5488
217,1,0.8365,0.5502
218,1,0.8361,0.5550
219,1,0.8415,0.5526
220,1,0.8388,0.5529
221,1,0.8391,0.5514
221,2,0.7178,0.5235
223,1,0.9086,0.5817
224,1,0.6975,0.4359
225,1,0.5884,0.3832
226,1,0.5884,0.3832
227,1,0.4908,0.3721
227,2,0.9609,0.6057
227,3,0.8303,0.5511
228,1,0.4908,0.3721
228,2,0.9609,0.6057
228,3,0.8303,0.5511
229,1,0.4610,0.4345
230,1,0.4116,0.4806
231,1,0.3988,0.4821
232,1,0.3988,0.4821
233,1,0.3963,0.4789
234,1,0.3972,0.4800
234,2,0.7920,0.6630
235,1,0.3949,0.4862
236,1,0.7809,0.6717
237,1,0.7809,0.6717
238,1,0.7710,0.6480
238,2,0.5720,0.3588
238,3,0.3831,0.4874
238,4,0.9557,0.6092
239,1,0.7685,0.6466
239,2,0.4936,0.3574
239,3,0.9601,0.6079
240,1,0.7727,0.6543
241,1,0.7827,0.6503
242,1,0.7832,0.6451
243,1,0.7810,0.6424
244,1,0.7806,0.6444
245,1,0.7844,0.6393
246,1,0.7838,0.6383
246,2,0.9572,0.6082
247,1,0.7854,0.6368
247,2,0.9572,0.6070
248,1,0.7863,0.6411
248,2,0.9582,0.6062
249,1,0.7857,0.6416
249,2,0.9585,0.6068
250,1,0.7841,0.6422
250,2,0.9581,0.6071
251,1,0.7839,0.6435
252,1,0.7854,0.6443
252,2,0.9585,0.6074
253,1,0.7851,0.6418
253,2,0.9425,0.5849
254,1,0.7793,0.6374
254,2,0.9456,0.5691
255,1,0.7793,0.6374
255,2,0.9456,0.5691
256,1,0.7781,0.6408
256,2,0.9438,0.5830
257,1,0.7688,0.6566
257,2,0.9255,0.5845
258,1,0.8702,0.5314
258,2,0.7414,0.7002
258,3,0.3571,0.3691
259,1,0.8200,0.4997
260,1,0.2214,0.4021
260,2,0.7651,0.4519
260,3,0.6779,0.7564
260,4,0.3598,0.3517
261,1,0.6027,0.4298
261,2,0.3262,0.3863
262,1,0.2915,0.4076
262,2,0.5092,0.4481
262,3,0.5967,0.7611
263,1,0.4141,0.4599
263,2,0.5759,0.7479
263,3,0.2648,0.4307
264,1,0.2205,0.4521
264,2,0.3351,0.4783
264,3,0.5548,0.7286
265,1,0.4938,0.5543
265,2,0.1914,0.5453
265,3,0.1099,0.5107
266,1,0.4938,0.5543
266,2,0.1914,0.5453
266,3,0.1099,0.5107
267,1,0.3618,0.6339
267,2,0.0688,0.6261
268,1,0.0348,0.6729
268,2,0.1945,0.7094
272,1,0.0700,0.6572
273,1,0.0665,0.6562
274,1,0.0468,0.6582
275,1,0.0468,0.6582
283,1,0.0469,0.6584
284,1,0.0503,0.6560
285,1,0.0529,0.6581
286,1,0.0523,0.6618
287,1,0.0523,0.6618
288,1,0.0523,0.6618
299,1,0.0872,0.6621
306,1,0.1267,0.4135
307,1,0.1267,0.4135
308,1,0.1261,0.4142
310,1,0.1339,0.4107
311,1,0.1391,0.4183
312,1,0.1290,0.4327
313,1,0.1257,0.4263
314,1,0.1204,0.4267
316,1,0.1886,0.4048
317,1,0.1864,0.4068
317,2,0.0755,0.7245
318,1,0.0898,0.7381
318,2,0.2046,0.4051
